iter	RMSE
619	3.219435627
620	3.218568319
621	3.212870385
622	3.211224098
623	3.209435989
624	3.207777909
625	3.205193687
626	3.202434057
627	3.198733192
628	3.193680917
629	3.189643353
630	3.18687006
631	3.184040327
632	3.182113843
633	3.180322358
634	3.17788477
635	3.176122503
636	3.174587156
637	3.171867242
638	3.168084636
639	3.16529821
640	3.162594087
641	3.159385717
642	3.158018419
643	3.152820182
644	3.151554583
645	3.149887288
646	3.148545511
647	3.146767914
648	3.145486329
649	3.142804834
650	3.142055337
651	3.140208978
652	3.137285836
653	3.135047027
654	3.133076945
655	3.131107603
656	3.127769077
657	3.125455511
658	3.12414053
659	3.120304443
660	3.117930015
661	3.111982238
662	3.109702372
663	3.109173568
664	3.107633276
665	3.107162082
666	3.106287472
667	3.102120333
668	3.100437642
669	3.098912499
670	3.098515341
671	3.096478095
672	3.095365785
673	3.094224321
674	3.093548241
675	3.093105637
676	3.092130943
677	3.091702099
678	3.089476187
679	3.083920344
680	3.081205392
681	3.077706914
682	3.075338555
683	3.070220552
684	3.068784651
685	3.067283463
686	3.0654487
687	3.062865582
688	3.058515795
689	3.057248933
690	3.055842872
691	3.054964819
692	3.053114841
693	3.051054972
694	3.049803837
695	3.047643065
696	3.045686393
697	3.041823677
698	3.037132043
699	3.034079493
700	3.031819774
701	3.028852293
702	3.026125506
703	3.023867845
704	3.01753719
705	3.015105282
706	3.013280173
707	3.011333657
708	3.008110771
709	3.005055823
710	3.003872652
711	3.001837416
712	3.000150746
713	2.995970201
714	2.993899406
715	2.992555745
716	2.990209635
717	2.989617243
718	2.987664472
719	2.986089643
720	2.981857018
721	2.980614646
722	2.975368557
723	2.972582031
724	2.970002666
725	2.968683446
726	2.96448452
727	2.962883366
728	2.959326935
729	2.958232148
730	2.957555486
731	2.956866448
732	2.954108954
733	2.952491087
734	2.951698628
735	2.948079006
736	2.946331629
737	2.944144948
738	2.940617798
739	2.939266665
740	2.93650572
741	2.934164704
742	2.931074362
743	2.928634183
744	2.927040008
745	2.926092611
746	2.923630445
747	2.922389566
748	2.918868362
749	2.917118663
750	2.916101371
751	2.912017771
752	2.909396452
753	2.906334922
754	2.903814496
755	2.901186577
756	2.898703868
757	2.896608722
758	2.892714453
759	2.890793313
760	2.888300939
761	2.88560674
762	2.884480773
763	2.881716817
764	2.87990176
765	2.878302699
766	2.876326347
767	2.87384679
768	2.871460903
769	2.869993153
770	2.869058594
771	2.868264232
772	2.86751496
773	2.866368263
774	2.865330949
775	2.863463721
776	2.862260531
777	2.859534469
778	2.858477639
779	2.855344829
780	2.854780385
781	2.852387043
782	2.850390808
783	2.846581431
784	2.845593141
785	2.843955956
786	2.842079851
787	2.837824296
788	2.83569478
789	2.833528673
790	2.832140983
791	2.830969969
792	2.829969918
793	2.828167408
794	2.826118742
795	2.824912004
796	2.824395896
797	2.820424182
798	2.818757056
799	2.816956089
800	2.814521366
801	2.813215585
802	2.809831117
803	2.808138146
804	2.805301693
805	2.803324616
806	2.802412863
807	2.800842721
808	2.800160271
809	2.79876606
810	2.796538034
811	2.793825807
812	2.791722007
813	2.788555677
814	2.785901094
815	2.783949061
816	2.781764951
817	2.780558893
818	2.777270687
819	2.773625163
820	2.773408216
821	2.772008804
822	2.768336928
823	2.766250848
824	2.764530146
825	2.763888087
826	2.762850672
827	2.761700256
828	2.759721054
829	2.757306722
830	2.753995546
831	2.75353515
832	2.751159591
833	2.750312767
834	2.749632238
835	2.748933159
836	2.746785743
837	2.746117333
838	2.744141176
839	2.74178309
840	2.740277569
841	2.739212313
842	2.738003106
843	2.735501011
844	2.73366256
845	2.733077055
846	2.731085141
847	2.727500986
848	2.723593188
849	2.723192185
850	2.722441081
851	2.72112219
852	2.718880309
853	2.717245895
854	2.71560929
855	2.714695811
856	2.713355224
857	2.712206343
858	2.708587057
859	2.706004743
860	2.704677648
861	2.702196925
862	2.701486975
863	2.69879114
864	2.696118417
865	2.692565913
866	2.691648584
867	2.690444602
868	2.689044085
869	2.686381682
870	2.682406897
871	2.679872023
872	2.678955594
873	2.677801225
874	2.677286147
875	2.675048154
876	2.672657783
877	2.671780422
878	2.668990692
879	2.668731553
880	2.667805915
881	2.666838897
882	2.666309285
883	2.663743163
884	2.661767669
885	2.660749737
886	2.6586697
887	2.655929824
888	2.654620233
889	2.652822316
890	2.650641409
891	2.648781876
892	2.64699437
893	2.646161249
894	2.645481819
895	2.641620392
896	2.639645343
897	2.638033215
898	2.636201637
899	2.635376311
900	2.634885086
901	2.633111035
902	2.631371593
903	2.629406406
904	2.628883812
905	2.626747953
906	2.62552756
907	2.624256753
908	2.622669203
909	2.620248782
910	2.618194295
911	2.616186134
912	2.613461679
913	2.611929112
914	2.608662079
915	2.608006575
916	2.606389222
917	2.604740552
918	2.601426336
919	2.598375216
920	2.598151475
921	2.597823849
922	2.594172502
923	2.59375735
924	2.591812328
925	2.590122849
926	2.589464237
927	2.588424011
928	2.585652028
929	2.584041993
930	2.583296049
931	2.579914185
932	2.576998572
933	2.573910397
934	2.571836709
935	2.570234236
936	2.568599038
937	2.566914387
938	2.566021035
939	2.564809349
940	2.564023959
941	2.562986913
942	2.558860237
943	2.556025604
944	2.554236499
945	2.552492807
946	2.551314144
947	2.549586832
948	2.548340934
949	2.545835821
950	2.542362157
951	2.540961918
952	2.538947245
953	2.5382083
954	2.535707641
955	2.534405415
956	2.533752629
957	2.530421298
958	2.529240544
959	2.526837207
960	2.526134591
961	2.525732951
962	2.523705935
963	2.521172743
964	2.52100878
965	2.519425898
966	2.517856048
967	2.514501256
968	2.512917005
969	2.511558183
970	2.511209657
971	2.509740507
972	2.50749253
973	2.50573707
974	2.504059642
975	2.5028389
976	2.499774117
977	2.499376938
978	2.497145667
979	2.49556184
980	2.493696094
981	2.492885275
982	2.489680099
983	2.488890496
984	2.485406665
985	2.483888201
986	2.482963673
987	2.480529095
988	2.479266321
989	2.478008968
990	2.476620675
991	2.474524348
992	2.473486672
993	2.472028928
994	2.471248966
995	2.468961169
996	2.468487667
997	2.466340321
998	2.464734555
999	2.463742874
